Map,Roundtype,Blue Team,Red Team,time,len,KB,KR,UB,UR,FB
King's Row,Attack,RUS,FL,5:26,22,6,1,1,2,B
King's Row,Attack,RUS,FL,6:10,55,12,0,6,5,B
King's Row,Defense,RUS,FL,0:48,1,0,2,0,0,R
King's Row,Defense,RUS,FL,1:09,3,0,3,0,0,R
King's Row,Defense,RUS,FL,2:06,0,1,0,0,0,B
King's Row,Defense,RUS,FL,2:37,35,1,5,4,2,B
King's Row,Defense,RUS,FL,3:39,27,5,1,3,2,B
King's Row,Defense,RUS,FL,4:25,6,1,0,1,0,B
King's Row,Defense,RUS,FL,4:57,10,4,0,2,0,B
King's Row,Defense,RUS,FL,5:32,3,1,0,1,1,B
King's Row,Defense,RUS,FL,5:41,17,2,1,0,0,B
King's Row,Defense,RUS,FL,6:23,24,2,2,2,0,B
King's Row,Defense,RUS,FL,6:57,9,1,0,3,3,B
King's Row,Defense,RUS,FL,7:33,20,1,4,1,2,R
King's Row,Defense,RUS,FL,0:50,9,5,0,0,1,B
King's Row,Attack,RUS,FL,0:48,5,0,2,0,0,R
King's Row,Attack,RUS,FL,1:16,43,2,8,3,5,B
Volskaya Industries,Attack,RUS,FL,0:39,37,7,2,1,1,B
Volskaya Industries,Attack,RUS,FL,1:58,31,4,0,3,2,B
Volskaya Industries,Attack,RUS,FL,2:39,20,4,2,0,1,R
Volskaya Industries,Defense,RUS,FL,0:43,13,2,2,1,1,B
Volskaya Industries,Defense,RUS,FL,1:14,35,6,3,3,1,R
Volskaya Industries,Defense,RUS,FL,2:15,9,1,0,1,2,B
Volskaya Industries,Defense,RUS,FL,3:07,49,2,7,4,4,B
Volskaya Industries,Defense,RUS,FL,4:35,6,1,2,1,0,B
Volskaya Industries,Defense,RUS,FL,5:00,16,1,4,1,1,R
Volskaya Industries,Defense,RUS,FL,0:43,0,1,0,0,0,B
Volskaya Industries,Defense,RUS,FL,1:27,22,0,7,0,1,R
Volskaya Industries,Defense,RUS,FL,2:46,0,0,1,0,0,R
Volskaya Industries,Defense,RUS,FL,2:54,37,1,12,0,1,R
Volskaya Industries,Attack,RUS,FL,0:48,6,1,2,0,0,B
Volskaya Industries,Attack,RUS,FL,1:28,14,1,2,1,1,R
Volskaya Industries,Attack,RUS,FL,1:47,35,1,3,2,3,B
Volskaya Industries,Attack,RUS,FL,2:50,6,1,1,2,2,B
Volskaya Industries,Attack,RUS,FL,3:12,19,6,1,0,1,B
Volskaya Industries,Attack,RUS,FL,3:54,69,8,1,6,3,R
Volskaya Industries,Attack,RUS,FL,5:18,24,0,4,1,0,R
Dorado,Attack,RUS,FL,0:18,0,0,1,0,0,R
Dorado,Attack,RUS,FL,0:51,0,0,1,0,0,R
Dorado,Attack,RUS,FL,1:13,15,0,2,0,2,R
Dorado,Attack,RUS,FL,1:57,29,7,1,5,3,R
Dorado,Attack,RUS,FL,3:01,22,3,1,0,0,B
Dorado,Attack,RUS,FL,3:51,8,1,0,1,1,B
Dorado,Attack,RUS,FL,4:05,29,6,1,1,1,B
Dorado,Attack,RUS,FL,4:57,15,1,2,0,0,R
Dorado,Attack,RUS,FL,5:28,10,2,0,2,1,B
Dorado,Attack,RUS,FL,5:48,31,7,1,2,2,B
Dorado,Defense,RUS,FL,1:01,11,2,2,1,0,R
Dorado,Defense,RUS,FL,1:36,18,0,5,3,5,R
Dorado,Defense,RUS,FL,2:42,0,0,1,0,0,R
Dorado,Defense,RUS,FL,3:09,15,2,3,0,1,R
Dorado,Defense,RUS,FL,3:30,29,0,5,3,3,R
Dorado,Defense,RUS,FL,4:49,51,6,4,1,2,R
Dorado,Defense,RUS,FL,6:39,0,0,1,0,0,R
Dorado,Defense,RUS,FL,6:44,27,0,6,2,2,R
Dorado,Defense,RUS,FL,0:47,9,1,6,0,0,R
Dorado,Defense,RUS,FL,1:50,20,1,4,1,1,R
Dorado,Defense,RUS,FL,2:29,0,0,1,0,0,R
Dorado,Defense,RUS,FL,2:38,15,2,1,1,0,B
Dorado,Attack,RUS,FL,0:53,0,1,0,0,0,B
Dorado,Attack,RUS,FL,1:08,14,4,0,0,0,B
Dorado,Attack,RUS,FL,1:53,29,3,4,3,3,B
Oasis,City Center,TW,HK,0:27,19,3,0,1,0,B
Oasis,City Center,TW,HK,1:14,39,3,2,4,2,R
Oasis,City Center,TW,HK,2:34,24,5,1,1,1,B
Oasis,University,TW,HK,0:25,23,5,2,0,0,B
Oasis,University,TW,HK,1:11,12,4,2,2,2,R
Oasis,University,TW,HK,1:49,25,2,6,0,2,R
Oasis,University,TW,HK,2:47,20,4,6,2,2,R
Oasis,University,TW,HK,3:32,32,7,2,4,4,R
Oasis,University,TW,HK,4:34,12,5,1,2,0,B
Eichenwalde,Defense,TW,HK,0:38,24,3,6,0,2,B
Eichenwalde,Defense,TW,HK,1:23,12,2,1,0,0,R
Eichenwalde,Defense,TW,HK,1:47,11,1,1,2,0,B
Eichenwalde,Defense,TW,HK,2:06,17,0,3,0,2,R
Eichenwalde,Defense,TW,HK,2:44,10,0,1,2,2,R
Eichenwalde,Defense,TW,HK,3:12,47,8,5,2,1,R
Eichenwalde,Defense,TW,HK,4:33,20,2,2,1,1,R
Eichenwalde,Defense,TW,HK,5:05,3,1,0,0,0,B
Eichenwalde,Defense,TW,HK,5:43,24,4,0,3,2,B
Eichenwalde,Defense,TW,HK,6:26,22,6,1,0,2,B
Eichenwalde,Attack,TW,HK,0:35,19,4,1,0,0,R
Eichenwalde,Attack,TW,HK,1:43,8,1,1,1,2,B
Eichenwalde,Attack,TW,HK,1:55,11,1,0,2,1,B
Eichenwalde,Attack,TW,HK,2:21,16,1,5,1,1,R
Eichenwalde,Attack,TW,HK,3:14,45,8,3,1,2,R
Temple of Anubis,Defense,TW,HK,0:50,0,1,0,0,0,B
Temple of Anubis,Defense,TW,HK,1:21,17,2,0,0,0,B
Temple of Anubis,Defense,TW,HK,2:27,9,1,0,3,2,B
Temple of Anubis,Defense,TW,HK,3:00,17,0,5,0,1,R
Temple of Anubis,Defense,TW,HK,4:04,0,0,1,0,0,R
Temple of Anubis,Defense,TW,HK,4:14,7,2,1,1,1,B
Temple of Anubis,Defense,TW,HK,4:36,0,1,0,0,0,B
Temple of Anubis,Defense,TW,HK,5:19,32,4,3,3,3,R
Temple of Anubis,Defense,TW,HK,6:15,1,1,0,1,0,B
Temple of Anubis,Defense,TW,HK,6:49,42,6,0,1,2,B
Temple of Anubis,Defense,TW,HK,7:51,18,3,1,2,2,B
Temple of Anubis,Attack,TW,HK,1:17,2,2,1,0,0,B
Temple of Anubis,Attack,TW,HK,1:42,35,6,0,3,2,B
Temple of Anubis,Attack,TW,HK,2:53,23,0,3,3,1,R
Temple of Anubis,Attack,TW,HK,3:41,71,13,4,5,3,B
Rialto,Defense,TW,HK,0:22,18,5,0,0,2,B
Rialto,Defense,TW,HK,0:56,29,3,3,1,0,B
Rialto,Defense,TW,HK,1:37,20,1,3,0,2,R
Rialto,Defense,TW,HK,2:27,16,3,1,1,2,B
Rialto,Defense,TW,HK,3:02,30,6,0,0,0,B
Rialto,Defense,TW,HK,3:54,17,6,0,2,0,B
Rialto,Attack,TW,HK,0:38,19,1,3,0,0,R
Rialto,Attack,TW,HK,1:15,22,3,5,0,2,B
Rialto,Attack,TW,HK,2:10,20,0,2,1,1,R
Rialto,Attack,TW,HK,2:52,0,0,1,0,0,R
Rialto,Attack,TW,HK,3:15,63,9,1,4,4,B
Nepal,Sanctum,JP,KR,0:32,24,5,2,0,0,B
Nepal,Sanctum,JP,KR,1:41,12,1,3,0,0,R
Nepal,Sanctum,JP,KR,2:16,0,0,1,0,0,R
Nepal,Sanctum,JP,KR,2:20,21,0,3,1,2,R
Nepal,Sanctum,JP,KR,3:03,2,0,1,0,1,R
Nepal,Sanctum,JP,KR,3:25,26,1,5,2,1,R
Nepal,Village,JP,KR,0:17,0,0,1,0,0,R
Nepal,Village,JP,KR,1:09,6,1,3,0,1,B
Nepal,Village,JP,KR,1:45,28,2,4,2,2,R
Nepal,Village,JP,KR,2:43,8,0,5,0,0,R
King's Row,Attack,JP,KR,0:36,4,0,3,0,0,R
King's Row,Attack,JP,KR,1:13,4,0,3,0,0,R
King's Row,Attack,JP,KR,1:32,0,0,1,0,0,R
King's Row,Attack,JP,KR,2:05,9,0,2,0,0,R
King's Row,Attack,JP,KR,2:53,21,3,6,2,1,R
King's Row,Attack,JP,KR,3:44,36,1,8,1,2,R
King's Row,Defense,JP,KR,0:32,34,2,8,0,2,B
Temple of Anubis,Attack,JP,KR,0:18,0,0,1,0,0,R
Temple of Anubis,Attack,JP,KR,0:43,0,0,1,0,0,R
Temple of Anubis,Attack,JP,KR,1:24,9,0,3,0,0,R
Temple of Anubis,Attack,JP,KR,1:56,23,0,5,2,0,R
Temple of Anubis,Attack,JP,KR,2:49,13,2,3,1,1,B
Temple of Anubis,Attack,JP,KR,3:22,35,1,7,2,3,R
Temple of Anubis,Defense,JP,KR,0:32,24,0,6,0,0,R
Rialto,Attack,JP,KR,0:50,40,4,6,2,3,R
Rialto,Attack,JP,KR,1:45,25,1,7,2,3,B
Rialto,Attack,JP,KR,2:39,0,0,1,0,0,R
Rialto,Attack,JP,KR,2:56,0,0,1,0,0,R
Rialto,Attack,JP,KR,3:22,28,4,2,3,3,R
Rialto,Attack,JP,KR,4:04,2,1,0,0,1,B
Rialto,Attack,JP,KR,4:33,8,1,6,0,0,R
Rialto,Defense,JP,KR,0:35,36,1,6,1,2,R
Lijiang Tower,Night Market,JP,FL,0:52,14,0,4,1,0,R
Lijiang Tower,Night Market,JP,FL,1:42,32,2,4,2,3,B
Lijiang Tower,Night Market,JP,FL,2:40,12,0,6,1,0,R
Lijiang Tower,Garden,JP,FL,0:28,8,0,3,0,0,R
Lijiang Tower,Garden,JP,FL,1:15,20,6,1,1,0,B
Lijiang Tower,Garden,JP,FL,2:17,22,0,7,1,2,R
Lijiang Tower,Garden,JP,FL,3:01,29,2,3,1,1,R
Lijiang Tower,Garden,JP,FL,3:40,40,2,6,2,2,R
Eichenwalde,Attack,JP,FL,0:38,40,8,4,0,0,B
Eichenwalde,Attack,JP,FL,1:51,2,0,1,1,1,R
Eichenwalde,Attack,JP,FL,2:04,11,0,1,0,0,R
Eichenwalde,Attack,JP,FL,2:42,13,0,3,1,3,R
Eichenwalde,Attack,JP,FL,3:42,9,0,3,0,0,R
Eichenwalde,Attack,JP,FL,4:31,0,0,1,0,0,R
Eichenwalde,Attack,JP,FL,4:40,7,0,1,0,0,R
Eichenwalde,Attack,JP,FL,4:51,11,1,0,2,2,B
Eichenwalde,Attack,JP,FL,5:19,21,2,6,1,1,R
Eichenwalde,Attack,JP,FL,6:02,27,1,4,0,4,R
Eichenwalde,Attack,JP,FL,6:34,21,0,6,3,1,R
Eichenwalde,Defense,JP,FL,0:32,10,6,1,0,0,B
Eichenwalde,Defense,JP,FL,1:01,122,8,14,6,5,B
Eichenwalde,Defense,JP,FL,3:36,17,0,5,0,2,R
Temple of Anubis,Attack,JP,FL,0:45,11,0,5,0,0,R
Temple of Anubis,Attack,JP,FL,1:24,10,0,1,0,1,R
Temple of Anubis,Attack,JP,FL,2:12,21,7,0,2,1,B
Temple of Anubis,Attack,JP,FL,3:06,3,1,0,0,1,B
Temple of Anubis,Attack,JP,FL,3:26,47,8,4,3,1,B
Temple of Anubis,Attack,JP,FL,5:21,4,0,2,0,0,R
Temple of Anubis,Attack,JP,FL,6:10,0,0,1,0,0,R
Temple of Anubis,Attack,JP,FL,6:52,36,3,5,5,5,B
Temple of Anubis,Attack,JP,FL,8:09,18,3,5,1,0,B
Temple of Anubis,Defense,JP,FL,0:24,9,1,1,0,0,B
Temple of Anubis,Defense,JP,FL,0:59,15,0,6,0,0,R
Temple of Anubis,Defense,JP,FL,1:29,0,1,0,0,0,B
Temple of Anubis,Defense,JP,FL,2:07,35,0,6,3,3,R
Watchpoint: Gibraltar,Attack,JP,FL,0:47,0,0,1,0,0,R
Watchpoint: Gibraltar,Attack,JP,FL,1:40,30,3,3,2,3,B
Watchpoint: Gibraltar,Attack,JP,FL,2:29,25,4,5,2,0,R
Watchpoint: Gibraltar,Attack,JP,FL,3:24,8,0,3,0,0,R
Watchpoint: Gibraltar,Attack,JP,FL,3:58,6,2,1,0,1,B
Watchpoint: Gibraltar,Attack,JP,FL,4:07,42,8,0,3,2,B
Watchpoint: Gibraltar,Attack,JP,FL,5:09,20,1,5,1,1,B
Watchpoint: Gibraltar,Attack,JP,FL,6:03,3,0,2,0,1,R
Watchpoint: Gibraltar,Attack,JP,FL,6:48,0,1,0,0,0,B
Watchpoint: Gibraltar,Attack,JP,FL,7:08,30,8,1,1,1,B
Watchpoint: Gibraltar,Attack,JP,FL,7:57,18,0,2,2,2,R
Watchpoint: Gibraltar,Attack,JP,FL,8:48,31,1,7,1,1,R
Watchpoint: Gibraltar,Defense,JP,FL,0:11,17,1,3,0,0,B
Watchpoint: Gibraltar,Defense,JP,FL,0:54,5,4,1,0,0,R
Watchpoint: Gibraltar,Defense,JP,FL,1:21,53,3,7,3,4,B
Watchpoint: Gibraltar,Defense,JP,FL,2:31,9,1,1,0,0,B
Watchpoint: Gibraltar,Defense,JP,FL,2:52,34,3,6,4,2,B
Watchpoint: Gibraltar,Defense,JP,FL,4:00,17,2,1,1,0,B
Watchpoint: Gibraltar,Defense,JP,FL,4:22,33,4,2,0,1,R
Watchpoint: Gibraltar,Defense,JP,FL,5:31,29,1,8,1,1,R
Lijiang Tower,Control Center,TW,RUS,0:48,14,5,0,0,0,B
Lijiang Tower,Control Center,TW,RUS,1:19,26,0,3,1,0,R
Lijiang Tower,Control Center,TW,RUS,2:23,9,0,4,1,3,R
Lijiang Tower,Control Center,TW,RUS,2:46,15,0,5,1,2,R
Lijiang Tower,Control Center,TW,RUS,3:23,47,3,8,4,4,R
Lijiang Tower,Night Market,TW,RUS,0:46,16,0,6,0,0,R
Lijiang Tower,Night Market,TW,RUS,1:31,16,0,4,0,3,R
Lijiang Tower,Night Market,TW,RUS,2:05,12,0,1,0,2,R
Lijiang Tower,Night Market,TW,RUS,2:38,8,1,0,0,0,B
Lijiang Tower,Night Market,TW,RUS,2:53,28,2,4,3,3,R
King's Row,Defense,TW,RUS,0:38,10,0,6,0,0,R
King's Row,Defense,TW,RUS,1:29,9,0,5,0,0,R
King's Row,Defense,TW,RUS,2:00,20,1,2,1,2,R
King's Row,Defense,TW,RUS,2:27,45,3,7,4,1,R
King's Row,Defense,TW,RUS,3:32,28,0,5,0,3,R
King's Row,Defense,TW,RUS,4:17,22,4,0,0,1,B
King's Row,Defense,TW,RUS,5:00,14,4,1,1,0,B
King's Row,Defense,TW,RUS,5:39,39,1,11,2,5,R
King's Row,Attack,TW,RUS,0:46,17,1,2,0,0,R
King's Row,Attack,TW,RUS,1:27,13,0,3,0,0,R
King's Row,Attack,TW,RUS,1:56,18,1,2,2,3,R
King's Row,Attack,TW,RUS,2:29,0,0,1,0,0,R
King's Row,Attack,TW,RUS,2:52,40,5,3,2,2,R
King's Row,Attack,TW,RUS,4:09,22,6,1,1,0,B
King's Row,Attack,TW,RUS,5:01,6,0,2,0,3,R
King's Row,Attack,TW,RUS,5:23,0,0,1,0,0,R
King's Row,Attack,TW,RUS,6:03,27,1,4,1,3,R
King's Row,Attack,TW,RUS,6:45,5,0,4,0,0,R
Temple of Anubis,Defense,TW,RUS,0:18,0,1,0,0,0,B
Temple of Anubis,Defense,TW,RUS,0:38,14,2,1,0,0,B
Temple of Anubis,Defense,TW,RUS,1:15,34,4,1,3,2,R
Temple of Anubis,Defense,TW,RUS,2:28,15,3,2,2,2,B
Temple of Anubis,Defense,TW,RUS,3:01,32,1,6,0,1,R
Temple of Anubis,Defense,TW,RUS,4:10,18,6,0,1,1,B
Temple of Anubis,Defense,TW,RUS,4:46,0,1,0,0,0,B
Temple of Anubis,Defense,TW,RUS,5:07,26,5,0,3,1,B
Temple of Anubis,Defense,TW,RUS,6:19,6,1,0,0,0,B
Temple of Anubis,Defense,TW,RUS,6:51,62,2,13,3,6,B
Temple of Anubis,Attack,TW,RUS,0:29,3,1,1,0,0,R
Temple of Anubis,Attack,TW,RUS,1:37,24,2,3,0,2,B
Temple of Anubis,Attack,TW,RUS,2:15,35,6,2,4,3,B
Temple of Anubis,Attack,TW,RUS,3:32,4,1,0,2,0,B
Temple of Anubis,Attack,TW,RUS,3:54,9,0,2,0,1,R
Temple of Anubis,Attack,TW,RUS,4:54,2,0,1,0,0,R
Temple of Anubis,Attack,TW,RUS,5:51,16,0,3,2,1,R
Temple of Anubis,Attack,TW,RUS,6:17,7,0,1,0,1,R
Temple of Anubis,Attack,TW,RUS,7:02,11,2,0,2,2,B
Temple of Anubis,Attack,TW,RUS,8:17,1,0,2,0,0,R
Rialto,Defense,TW,RUS,0:25,0,1,0,0,0,B
Rialto,Defense,TW,RUS,1:05,35,7,5,2,1,R
Rialto,Defense,TW,RUS,2:06,21,1,3,3,3,B
Rialto,Defense,TW,RUS,2:33,31,0,5,1,4,R
Rialto,Defense,TW,RUS,3:51,22,1,3,0,0,R
Rialto,Defense,TW,RUS,4:44,12,4,0,2,0,B
Rialto,Defense,TW,RUS,5:25,8,0,6,0,2,R
Rialto,Defense,TW,RUS,6:01,11,0,5,0,2,R
Rialto,Attack,TW,RUS,0:40,0,0,1,0,0,R
Rialto,Attack,TW,RUS,0:54,11,0,1,0,2,R
Rialto,Attack,TW,RUS,1:29,33,2,6,2,2,R
Rialto,Attack,TW,RUS,2:43,11,0,4,0,0,R
Rialto,Attack,TW,RUS,3:32,53,2,10,0,2,B
Nepal,Shrine,HK,JP,0:19,19,1,2,0,1,R
Nepal,Shrine,HK,JP,1:02,20,0,4,0,2,R
Nepal,Shrine,HK,JP,1:43,15,1,3,3,4,R
Nepal,Shrine,HK,JP,2:21,7,0,3,0,1,R
Nepal,Shrine,HK,JP,2:46,0,1,0,0,0,B
Nepal,Sanctum,HK,JP,0:32,22,5,0,0,1,B
Nepal,Sanctum,HK,JP,1:26,39,6,1,3,2,R
Nepal,Sanctum,HK,JP,2:48,10,0,3,0,0,R
Nepal,Sanctum,HK,JP,3:51,30,3,6,1,1,R
Nepal,Sanctum,HK,JP,4:26,24,1,4,2,4,R
Eichenwalde,Attack,HK,JP,0:24,19,1,5,0,0,R
Eichenwalde,Attack,HK,JP,1:24,18,3,2,0,1,B
Eichenwalde,Attack,HK,JP,1:54,8,1,0,0,0,B
Eichenwalde,Attack,HK,JP,2:30,12,1,2,0,0,R
Eichenwalde,Attack,HK,JP,2:59,22,1,4,2,2,R
Eichenwalde,Attack,HK,JP,3:41,55,6,7,3,5,B
Eichenwalde,Defense,HK,JP,0:50,72,4,12,4,5,B
Temple of Anubis,Attack,HK,JP,0:35,0,0,1,0,1,R
Temple of Anubis,Attack,HK,JP,0:52,0,1,0,0,0,B
Temple of Anubis,Attack,HK,JP,1:09,22,3,3,1,1,B
Temple of Anubis,Attack,HK,JP,1:36,26,1,3,2,2,R
Temple of Anubis,Attack,HK,JP,2:28,9,0,3,0,2,R
Temple of Anubis,Attack,HK,JP,3:03,28,4,2,2,1,R
Temple of Anubis,Attack,HK,JP,3:43,8,0,6,0,2,R
Temple of Anubis,Defense,HK,JP,0:37,48,3,9,0,0,B
Rialto,Attack,HK,JP,0:37,0,1,0,0,0,B
Rialto,Attack,HK,JP,0:54,17,2,6,0,1,B
Rialto,Attack,HK,JP,1:59,12,3,0,1,0,B
Rialto,Attack,HK,JP,2:33,8,3,0,0,1,B
Rialto,Attack,HK,JP,2:52,27,1,5,1,5,B
Rialto,Attack,HK,JP,4:02,28,4,5,1,3,R
Rialto,Defense,HK,JP,0:34,13,0,3,0,0,R
Ilios,Ruins,RUS,KR,0:59,1,1,0,0,1,B
Ilios,Ruins,RUS,KR,1:25,10,3,0,1,0,B
Ilios,Ruins,RUS,KR,2:06,39,1,9,0,1,R
Ilios,Ruins,RUS,KR,3:11,11,1,2,0,1,R
Ilios,Ruins,RUS,KR,3:37,35,2,5,3,2,R
Ilios,Ruins,RUS,KR,4:39,18,0,6,0,3,R
Ilios,Well,RUS,KR,0:23,20,0,4,0,1,R
Ilios,Well,RUS,KR,1:19,19,0,5,0,1,R
Ilios,Well,RUS,KR,2:06,21,0,6,0,0,R
Ilios,Well,RUS,KR,2:43,54,5,8,4,4,B
Ilios,Well,RUS,KR,3:48,17,1,4,0,2,R
Ilios,Well,RUS,KR,4:38,4,1,2,0,0,R
King's Row,Attack,RUS,KR,0:26,50,9,1,0,1,B
King's Row,Attack,RUS,KR,2:11,55,7,4,1,1,R
King's Row,Attack,RUS,KR,4:00,24,0,5,0,0,R
King's Row,Attack,RUS,KR,4:49,2,0,1,0,0,R
King's Row,Attack,RUS,KR,5:31,9,1,6,0,0,B
King's Row,Attack,RUS,KR,6:02,17,0,3,0,2,R
King's Row,Attack,RUS,KR,6:43,0,1,0,0,0,B
King's Row,Attack,RUS,KR,7:09,15,2,2,2,1,B
King's Row,Attack,RUS,KR,7:58,8,1,2,0,2,B
King's Row,Defense,RUS,KR,0:57,36,1,6,1,0,R
King's Row,Defense,RUS,KR,2:21,18,0,6,0,2,R
King's Row,Defense,RUS,KR,3:00,26,5,1,1,2,B
King's Row,Defense,RUS,KR,4:39,16,0,6,1,1,R
King's Row,Defense,RUS,KR,5:21,18,0,5,0,3,R
Volskaya Industries,Attack,RUS,KR,0:37,13,2,4,0,0,R
Volskaya Industries,Attack,RUS,KR,1:17,11,1,0,0,1,B
Volskaya Industries,Attack,RUS,KR,1:42,24,1,6,1,1,R
Volskaya Industries,Attack,RUS,KR,2:40,34,2,3,3,1,R
Volskaya Industries,Attack,RUS,KR,3:27,62,3,13,3,4,B
Volskaya Industries,Defense,RUS,KR,0:38,15,0,6,0,0,R
Dorado,Attack,RUS,KR,0:56,30,0,6,0,1,R
Dorado,Attack,RUS,KR,1:55,18,0,5,0,0,R
Dorado,Attack,RUS,KR,2:30,0,0,1,0,0,R
Dorado,Attack,RUS,KR,3:17,25,1,4,3,1,R
Dorado,Attack,RUS,KR,3:59,49,3,8,2,5,R
Dorado,Defense,RUS,KR,0:38,24,2,7,0,1,R
Nepal,Village,TW,FL,0:14,10,0,5,0,0,R
Nepal,Village,TW,FL,1:08,0,0,1,0,0,R
Nepal,Village,TW,FL,1:44,11,1,1,0,1,B
Nepal,Village,TW,FL,2:18,2,0,1,0,0,R
Nepal,Village,TW,FL,2:28,16,0,4,0,3,R
Nepal,Sanctum,TW,FL,0:54,18,1,5,0,0,R
Nepal,Sanctum,TW,FL,1:41,10,0,1,0,2,R
Nepal,Sanctum,TW,FL,2:00,13,0,4,0,0,R
Nepal,Sanctum,TW,FL,2:24,33,2,6,3,2,B
King's Row,Attack,TW,FL,0:24,30,1,3,0,1,R
King's Row,Attack,TW,FL,1:13,14,0,4,1,1,R
King's Row,Attack,TW,FL,1:50,26,0,3,0,4,R
King's Row,Attack,TW,FL,2:42,15,1,3,0,0,R
King's Row,Attack,TW,FL,3:04,25,0,4,3,3,R
King's Row,Attack,TW,FL,3:58,37,3,6,2,4,R
King's Row,Defense,TW,FL,0:46,24,1,3,1,2,R
Temple of Anubis,Attack,TW,FL,0:58,16,0,3,0,0,R
Temple of Anubis,Attack,TW,FL,1:40,19,0,5,1,1,R
Temple of Anubis,Attack,TW,FL,2:15,0,0,1,0,0,R
Temple of Anubis,Attack,TW,FL,2:41,38,0,5,2,3,R
Temple of Anubis,Attack,TW,FL,3:34,52,0,12,2,3,R
Temple of Anubis,Defense,TW,FL,0:42,33,2,6,0,3,R
Rialto,Attack,TW,FL,0:26,19,0,3,0,1,R
Rialto,Attack,TW,FL,1:21,13,2,3,1,2,R
Rialto,Attack,TW,FL,2:06,22,6,2,3,2,B
Rialto,Attack,TW,FL,2:46,16,6,1,3,1,R
Rialto,Attack,TW,FL,3:32,26,4,6,1,1,R
Rialto,Attack,TW,FL,4:04,15,4,1,1,0,B
Rialto,Attack,TW,FL,4:46,19,2,6,3,2,R
Rialto,Attack,TW,FL,6:06,29,1,7,0,1,R
Rialto,Defense,TW,FL,0:40,10,0,6,0,0,R
Rialto,Defense,TW,FL,1:21,42,1,5,0,2,R
Rialto,Defense,TW,FL,2:14,31,0,5,2,4,R
Rialto,Defense,TW,FL,3:10,11,4,0,3,0,B
Rialto,Defense,TW,FL,3:55,24,1,4,2,2,R
Rialto,Defense,TW,FL,4:37,13,0,3,0,1,R
Nepal,Village,NO,CH,0:17,25,0,4,1,1,R
Nepal,Village,NO,CH,1:08,32,6,4,3,5,R
Nepal,Village,NO,CH,2:17,10,6,1,3,2,B
Nepal,Village,NO,CH,2:59,15,6,2,2,1,R
Nepal,Village,NO,CH,3:40,25,0,6,0,3,R
Nepal,Village,NO,CH,4:32,12,1,1,3,2,R
Nepal,Village,NO,CH,4:57,28,1,5,4,2,R
Nepal,Shrine,NO,CH,0:42,21,6,1,0,1,B
Nepal,Shrine,NO,CH,1:30,12,6,0,2,0,B
Nepal,Shrine,NO,CH,2:03,5,4,0,1,0,B
Nepal,Shrine,NO,CH,2:32,23,0,4,2,6,R
Nepal,Shrine,NO,CH,3:08,25,6,1,0,2,B
Nepal,Sanctum,NO,CH,0:48,30,0,7,0,0,R
Nepal,Sanctum,NO,CH,1:37,10,0,5,0,0,R
Nepal,Sanctum,NO,CH,2:07,23,6,1,0,1,B
Nepal,Sanctum,NO,CH,2:54,40,1,7,5,4,R
Nepal,Sanctum,NO,CH,3:53,30,3,6,1,1,R
Blizzard World,Defense,NO,CH,0:19,16,6,1,0,0,B
Blizzard World,Defense,NO,CH,1:12,25,6,2,2,0,B
Blizzard World,Defense,NO,CH,1:52,37,1,6,3,5,R
Blizzard World,Defense,NO,CH,3:04,12,4,0,1,0,B
Blizzard World,Defense,NO,CH,3:38,23,3,0,1,1,B
Blizzard World,Defense,NO,CH,4:32,30,5,0,2,2,B
Blizzard World,Defense,NO,CH,5:49,17,6,0,3,2,B
Blizzard World,Defense,NO,CH,6:25,25,6,1,2,1,B
Blizzard World,Attack,NO,CH,0:11,0,0,1,0,0,R
Blizzard World,Attack,NO,CH,0:46,17,5,1,0,0,B
Blizzard World,Attack,NO,CH,1:27,22,0,3,0,1,R
Blizzard World,Attack,NO,CH,2:12,14,5,0,2,0,B
Temple of Anubis,Attack,NO,CH,0:13,0,0,1,0,0,R
Temple of Anubis,Attack,NO,CH,0:32,22,6,3,0,0,R
Temple of Anubis,Attack,NO,CH,1:41,18,7,1,2,2,R
Temple of Anubis,Defense,NO,CH,0:10,13,1,1,0,0,R
Temple of Anubis,Defense,NO,CH,1:09,12,4,0,0,0,B
Temple of Anubis,Defense,NO,CH,1:57,60,9,5,5,3,B
Temple of Anubis,Defense,NO,CH,3:31,34,6,1,1,2,B
Watchpoint: Gibraltar,Attack,NO,CH,0:04,0,0,1,0,0,R
Watchpoint: Gibraltar,Attack,NO,CH,0:30,0,0,1,0,0,R
Watchpoint: Gibraltar,Attack,NO,CH,0:47,60,12,5,0,1,B
Watchpoint: Gibraltar,Attack,NO,CH,2:10,18,6,1,1,0,B
Watchpoint: Gibraltar,Attack,NO,CH,2:34,38,8,1,2,3,B
Watchpoint: Gibraltar,Attack,NO,CH,3:45,16,5,0,1,1,B
Watchpoint: Gibraltar,Attack,NO,CH,4:15,32,7,1,1,1,B
Watchpoint: Gibraltar,Defense,NO,CH,0:37,43,8,4,0,4,B
Watchpoint: Gibraltar,Defense,NO,CH,1:37,65,4,10,5,2,B
Watchpoint: Gibraltar,Defense,NO,CH,3:00,0,0,1,0,0,R
Watchpoint: Gibraltar,Defense,NO,CH,3:22,55,6,9,2,4,R
Watchpoint: Gibraltar,Defense,NO,CH,4:41,33,7,5,0,1,R
